,cell1,cell2,score,dataset1,dataset2,name1,name2
1438,392,83,1,2,1,Cell892,Cell83
1439,351,83,0.583333333333333,2,1,Cell851,Cell83
1440,62,83,0.583333333333333,2,1,Cell562,Cell83
1441,429,83,0.583333333333333,2,1,Cell929,Cell83
1442,264,84,0.666666666666667,2,1,Cell764,Cell84
1443,149,85,1,2,1,Cell649,Cell85
1444,389,85,0.916666666666667,2,1,Cell889,Cell85
1445,21,85,0.583333333333333,2,1,Cell521,Cell85
1446,76,85,0.583333333333333,2,1,Cell576,Cell85
1447,297,86,0.5,2,1,Cell797,Cell86
1448,310,86,0.583333333333333,2,1,Cell810,Cell86
1449,87,86,0.333333333333333,2,1,Cell587,Cell86
1450,175,87,1,2,1,Cell675,Cell87
1451,154,87,1,2,1,Cell654,Cell87
1452,377,87,0.75,2,1,Cell877,Cell87
1453,155,88,0.916666666666667,2,1,Cell655,Cell88
1454,50,88,0.5,2,1,Cell550,Cell88
1455,148,88,0.583333333333333,2,1,Cell648,Cell88
1456,306,88,0.333333333333333,2,1,Cell806,Cell88
1457,365,89,0.666666666666667,2,1,Cell865,Cell89
1458,264,89,0.916666666666667,2,1,Cell764,Cell89
1459,217,89,0.833333333333333,2,1,Cell717,Cell89
1460,290,89,0.5,2,1,Cell790,Cell89
1461,81,90,0.583333333333333,2,1,Cell581,Cell90
1462,174,90,0.833333333333333,2,1,Cell674,Cell90
1463,441,90,0.0833333333333333,2,1,Cell941,Cell90
1464,410,91,0.5,2,1,Cell910,Cell91
1465,336,91,0.5,2,1,Cell836,Cell91
1466,429,92,1,2,1,Cell929,Cell92
1467,55,92,0.833333333333333,2,1,Cell555,Cell92
1468,38,92,0.416666666666667,2,1,Cell538,Cell92
1469,369,93,0.5,2,1,Cell869,Cell93
1470,99,93,1,2,1,Cell599,Cell93
1471,245,94,0.916666666666667,2,1,Cell745,Cell94
1472,92,94,0.75,2,1,Cell592,Cell94
1473,361,94,0.583333333333333,2,1,Cell861,Cell94
1474,361,95,0.916666666666667,2,1,Cell861,Cell95
1475,233,95,0.833333333333333,2,1,Cell733,Cell95
1476,299,95,0.583333333333333,2,1,Cell799,Cell95
1477,133,96,1,2,1,Cell633,Cell96
1478,99,96,0.833333333333333,2,1,Cell599,Cell96
1479,32,97,0.75,2,1,Cell532,Cell97
1480,44,98,1,2,1,Cell544,Cell98
1481,345,98,0.5,2,1,Cell845,Cell98
1482,271,98,0.416666666666667,2,1,Cell771,Cell98
1483,42,99,0.916666666666667,2,1,Cell542,Cell99
1484,194,99,0.5,2,1,Cell694,Cell99
1485,57,99,0.666666666666667,2,1,Cell557,Cell99
1486,135,100,0.5,2,1,Cell635,Cell100
1487,147,101,0.75,2,1,Cell647,Cell101
1488,137,101,0.5,2,1,Cell637,Cell101
1489,242,101,0.333333333333333,2,1,Cell742,Cell101
1490,324,102,0.833333333333333,2,1,Cell824,Cell102
1491,346,102,0.75,2,1,Cell846,Cell102
1492,10,103,0.583333333333333,2,1,Cell510,Cell103
1493,124,105,0.5,2,1,Cell624,Cell105
1494,448,106,0.666666666666667,2,1,Cell948,Cell106
1495,406,106,0.833333333333333,2,1,Cell906,Cell106
1496,291,106,0.833333333333333,2,1,Cell791,Cell106
1497,189,107,0.916666666666667,2,1,Cell689,Cell107
1498,281,107,0.916666666666667,2,1,Cell781,Cell107
1499,186,107,1,2,1,Cell686,Cell107
1500,349,108,0,2,1,Cell849,Cell108
1501,11,109,0.25,2,1,Cell511,Cell109
1502,13,110,0.666666666666667,2,1,Cell513,Cell110
1503,81,110,0.25,2,1,Cell581,Cell110
1504,3,110,0.583333333333333,2,1,Cell503,Cell110
1505,98,110,0.833333333333333,2,1,Cell598,Cell110
1506,119,110,0.75,2,1,Cell619,Cell110
1507,383,111,0.916666666666667,2,1,Cell883,Cell111
1508,20,111,0.75,2,1,Cell520,Cell111
1509,285,112,0.5,2,1,Cell785,Cell112
1510,263,112,0.333333333333333,2,1,Cell763,Cell112
1511,226,113,0.666666666666667,2,1,Cell726,Cell113
1512,220,113,0.916666666666667,2,1,Cell720,Cell113
1513,441,113,0.333333333333333,2,1,Cell941,Cell113
1514,355,114,1,2,1,Cell855,Cell114
1515,391,114,1,2,1,Cell891,Cell114
1516,370,114,0.666666666666667,2,1,Cell870,Cell114
1517,16,115,0.916666666666667,2,1,Cell516,Cell115
1518,409,115,0.416666666666667,2,1,Cell909,Cell115
1519,274,116,0.916666666666667,2,1,Cell774,Cell116
1520,165,116,0.583333333333333,2,1,Cell665,Cell116
1521,187,116,0.416666666666667,2,1,Cell687,Cell116
1522,155,116,0.333333333333333,2,1,Cell655,Cell116
1523,316,117,0.833333333333333,2,1,Cell816,Cell117
1524,254,117,0.416666666666667,2,1,Cell754,Cell117
1525,142,117,0.583333333333333,2,1,Cell642,Cell117
1526,181,118,0.333333333333333,2,1,Cell681,Cell118
1527,228,118,0.583333333333333,2,1,Cell728,Cell118
1528,314,118,0.5,2,1,Cell814,Cell118
1529,447,118,0.333333333333333,2,1,Cell947,Cell118
1530,228,119,0.833333333333333,2,1,Cell728,Cell119
1531,23,120,0.75,2,1,Cell523,Cell120
1532,9,120,0.333333333333333,2,1,Cell509,Cell120
1533,36,121,0.5,2,1,Cell536,Cell121
1534,141,121,0.416666666666667,2,1,Cell641,Cell121
1535,410,121,0.5,2,1,Cell910,Cell121
1536,180,122,0.75,2,1,Cell680,Cell122
1537,84,122,0.333333333333333,2,1,Cell584,Cell122
1538,123,122,0.25,2,1,Cell623,Cell122
1539,79,122,0.583333333333333,2,1,Cell579,Cell122
1540,11,123,0.25,2,1,Cell511,Cell123
1541,168,124,0.75,2,1,Cell668,Cell124
1542,428,124,0.833333333333333,2,1,Cell928,Cell124
1543,85,124,0.916666666666667,2,1,Cell585,Cell124
1544,303,124,0.25,2,1,Cell803,Cell124
1545,423,125,0.916666666666667,2,1,Cell923,Cell125
1546,366,125,0.75,2,1,Cell866,Cell125
1547,214,125,0.75,2,1,Cell714,Cell125
1548,216,125,0.666666666666667,2,1,Cell716,Cell125
1549,59,125,0.75,2,1,Cell559,Cell125
1550,165,126,0.583333333333333,2,1,Cell665,Cell126
1551,424,126,0.5,2,1,Cell924,Cell126
1552,67,127,0.416666666666667,2,1,Cell567,Cell127
1553,42,127,0.916666666666667,2,1,Cell542,Cell127
1554,60,127,0.5,2,1,Cell560,Cell127
1555,312,128,1,2,1,Cell812,Cell128
1556,358,128,0.666666666666667,2,1,Cell858,Cell128
1557,246,129,0.25,2,1,Cell746,Cell129
1558,385,130,0.833333333333333,2,1,Cell885,Cell130
1559,357,130,0,2,1,Cell857,Cell130
1560,92,130,0.583333333333333,2,1,Cell592,Cell130
1561,116,131,0.916666666666667,2,1,Cell616,Cell131
1562,426,131,0.5,2,1,Cell926,Cell131
1563,301,131,1,2,1,Cell801,Cell131
1564,120,133,1,2,1,Cell620,Cell133
1565,344,133,0.666666666666667,2,1,Cell844,Cell133
1566,235,133,0.583333333333333,2,1,Cell735,Cell133
1567,26,133,0.5,2,1,Cell526,Cell133
1568,361,135,0.666666666666667,2,1,Cell861,Cell135
1569,107,135,0.333333333333333,2,1,Cell607,Cell135
1570,129,135,0.5,2,1,Cell629,Cell135
1571,67,137,0.416666666666667,2,1,Cell567,Cell137
1572,153,137,0.666666666666667,2,1,Cell653,Cell137
1573,343,138,0.5,2,1,Cell843,Cell138
1574,258,138,0.666666666666667,2,1,Cell758,Cell138
1575,431,138,0.333333333333333,2,1,Cell931,Cell138
1576,70,139,0.833333333333333,2,1,Cell570,Cell139
1577,380,139,0.166666666666667,2,1,Cell880,Cell139
1578,129,139,0.333333333333333,2,1,Cell629,Cell139
1579,323,140,0.75,2,1,Cell823,Cell140
1580,309,140,0.5,2,1,Cell809,Cell140
1581,288,141,0.75,2,1,Cell788,Cell141
1582,282,141,0.583333333333333,2,1,Cell782,Cell141
1583,272,141,0.75,2,1,Cell772,Cell141
1584,98,141,0.333333333333333,2,1,Cell598,Cell141
1585,329,142,0.833333333333333,2,1,Cell829,Cell142
1586,294,142,0.333333333333333,2,1,Cell794,Cell142
1587,354,142,0.25,2,1,Cell854,Cell142
1588,327,143,0.583333333333333,2,1,Cell827,Cell143
1589,19,143,0.166666666666667,2,1,Cell519,Cell143
1590,196,144,1,2,1,Cell696,Cell144
1591,129,144,0.5,2,1,Cell629,Cell144
1592,244,144,0.583333333333333,2,1,Cell744,Cell144
1593,427,144,0.25,2,1,Cell927,Cell144
1594,341,145,0.666666666666667,2,1,Cell841,Cell145
1595,70,145,0.666666666666667,2,1,Cell570,Cell145
1596,147,145,0.25,2,1,Cell647,Cell145
1597,193,146,1,2,1,Cell693,Cell146
1598,396,146,0.666666666666667,2,1,Cell896,Cell146
1599,18,146,0.666666666666667,2,1,Cell518,Cell146
1600,10,147,1,2,1,Cell510,Cell147
1601,274,147,1,2,1,Cell774,Cell147
1602,149,148,0.916666666666667,2,1,Cell649,Cell148
1603,347,149,0.416666666666667,2,1,Cell847,Cell149
1604,373,149,0.666666666666667,2,1,Cell873,Cell149
1605,332,150,0.666666666666667,2,1,Cell832,Cell150
1606,286,150,1,2,1,Cell786,Cell150
1607,135,150,0.25,2,1,Cell635,Cell150
1608,375,151,0.333333333333333,2,1,Cell875,Cell151
1609,433,151,0.416666666666667,2,1,Cell933,Cell151
1610,448,151,0.0833333333333333,2,1,Cell948,Cell151
1611,222,152,0.5,2,1,Cell722,Cell152
1612,52,152,0.25,2,1,Cell552,Cell152
1613,173,153,0.75,2,1,Cell673,Cell153
1614,87,153,1,2,1,Cell587,Cell153
1615,390,153,0.75,2,1,Cell890,Cell153
1616,22,153,0.416666666666667,2,1,Cell522,Cell153
1617,62,154,0.5,2,1,Cell562,Cell154
1618,29,155,0.333333333333333,2,1,Cell529,Cell155
1619,228,155,0.916666666666667,2,1,Cell728,Cell155
1620,405,155,0.666666666666667,2,1,Cell905,Cell155
1621,195,155,1,2,1,Cell695,Cell155
1622,389,156,1,2,1,Cell889,Cell156
1623,105,157,0.666666666666667,2,1,Cell605,Cell157
1624,263,157,1,2,1,Cell763,Cell157
1625,370,158,0.916666666666667,2,1,Cell870,Cell158
1626,321,158,0.75,2,1,Cell821,Cell158
1627,422,158,0.5,2,1,Cell922,Cell158
1628,393,158,0.75,2,1,Cell893,Cell158
1629,305,158,0.75,2,1,Cell805,Cell158
1630,7,159,0.5,2,1,Cell507,Cell159
1631,258,159,0.416666666666667,2,1,Cell758,Cell159
1632,270,160,0.833333333333333,2,1,Cell770,Cell160
1633,8,160,0.416666666666667,2,1,Cell508,Cell160
1634,97,162,1,2,1,Cell597,Cell162
1635,281,163,0.666666666666667,2,1,Cell781,Cell163
1636,39,163,0.666666666666667,2,1,Cell539,Cell163
1637,85,165,1,2,1,Cell585,Cell165
1638,145,165,0.416666666666667,2,1,Cell645,Cell165
1639,177,166,1,2,1,Cell677,Cell166
1640,207,166,0.166666666666667,2,1,Cell707,Cell166
1641,256,166,0.416666666666667,2,1,Cell756,Cell166
1642,418,166,0.583333333333333,2,1,Cell918,Cell166
1643,340,167,0.25,2,1,Cell840,Cell167
1644,83,167,0.5,2,1,Cell583,Cell167
1645,428,167,0.5,2,1,Cell928,Cell167
1646,5,167,0.75,2,1,Cell505,Cell167
1647,179,168,1,2,1,Cell679,Cell168
1648,167,168,0.583333333333333,2,1,Cell667,Cell168
1649,131,169,0.25,2,1,Cell631,Cell169
1650,411,169,0.333333333333333,2,1,Cell911,Cell169
1651,357,169,0.5,2,1,Cell857,Cell169
1652,113,170,0.583333333333333,2,1,Cell613,Cell170
1653,20,170,0.666666666666667,2,1,Cell520,Cell170
1654,227,170,1,2,1,Cell727,Cell170
1655,195,171,0.916666666666667,2,1,Cell695,Cell171
1656,137,171,0.75,2,1,Cell637,Cell171
1657,435,171,0.416666666666667,2,1,Cell935,Cell171
1658,150,171,1,2,1,Cell650,Cell171
1659,187,172,0.75,2,1,Cell687,Cell172
1660,83,172,0.583333333333333,2,1,Cell583,Cell172
1661,343,172,0.25,2,1,Cell843,Cell172
1662,17,172,0.416666666666667,2,1,Cell517,Cell172
1663,202,172,0.583333333333333,2,1,Cell702,Cell172
1664,325,173,0.666666666666667,2,1,Cell825,Cell173
1665,133,175,1,2,1,Cell633,Cell175
1666,420,175,0.416666666666667,2,1,Cell920,Cell175
1667,99,175,0.5,2,1,Cell599,Cell175
1668,160,176,0.583333333333333,2,1,Cell660,Cell176
1669,86,176,1,2,1,Cell586,Cell176
1670,177,176,0.166666666666667,2,1,Cell677,Cell176
1671,41,177,0.583333333333333,2,1,Cell541,Cell177
1672,371,177,0.583333333333333,2,1,Cell871,Cell177
1673,125,178,0.75,2,1,Cell625,Cell178
1674,19,178,1,2,1,Cell519,Cell178
1675,3,178,0.5,2,1,Cell503,Cell178
1676,51,179,0.416666666666667,2,1,Cell551,Cell179
1677,234,180,0.75,2,1,Cell734,Cell180
1678,379,180,0.333333333333333,2,1,Cell879,Cell180
1679,433,181,0.5,2,1,Cell933,Cell181
1680,67,181,0.416666666666667,2,1,Cell567,Cell181
1681,12,182,0.916666666666667,2,1,Cell512,Cell182
1682,201,182,0.25,2,1,Cell701,Cell182
1683,339,182,0.5,2,1,Cell839,Cell182
1684,223,183,0.333333333333333,2,1,Cell723,Cell183
1685,270,184,0.75,2,1,Cell770,Cell184
1686,443,184,0.75,2,1,Cell943,Cell184
1687,215,185,0.916666666666667,2,1,Cell715,Cell185
1688,139,185,0.416666666666667,2,1,Cell639,Cell185
1689,12,185,1,2,1,Cell512,Cell185
1690,352,186,0.833333333333333,2,1,Cell852,Cell186
1691,9,186,1,2,1,Cell509,Cell186
1692,51,186,0.25,2,1,Cell551,Cell186
1693,162,187,0.333333333333333,2,1,Cell662,Cell187
1694,189,187,0.75,2,1,Cell689,Cell187
1695,201,187,0.666666666666667,2,1,Cell701,Cell187
1696,219,187,0.5,2,1,Cell719,Cell187
1697,417,188,0.0833333333333333,2,1,Cell917,Cell188
1698,170,189,0.833333333333333,2,1,Cell670,Cell189
1699,410,189,0,2,1,Cell910,Cell189
1700,429,189,0.333333333333333,2,1,Cell929,Cell189
1701,26,190,0.666666666666667,2,1,Cell526,Cell190
1702,346,190,0.833333333333333,2,1,Cell846,Cell190
1703,180,191,0.5,2,1,Cell680,Cell191
1704,125,191,1,2,1,Cell625,Cell191
1705,164,192,0.583333333333333,2,1,Cell664,Cell192
1706,262,192,0.5,2,1,Cell762,Cell192
1707,420,194,0.583333333333333,2,1,Cell920,Cell194
1708,142,194,0.583333333333333,2,1,Cell642,Cell194
1709,430,194,0.5,2,1,Cell930,Cell194
1710,212,194,0.416666666666667,2,1,Cell712,Cell194
1711,336,194,0.0833333333333333,2,1,Cell836,Cell194
1712,336,195,1,2,1,Cell836,Cell195
1713,238,195,0.333333333333333,2,1,Cell738,Cell195
1714,100,195,0.666666666666667,2,1,Cell600,Cell195
1715,377,195,0.916666666666667,2,1,Cell877,Cell195
1716,402,196,0.5,2,1,Cell902,Cell196
1717,430,196,1,2,1,Cell930,Cell196
1718,431,196,0.416666666666667,2,1,Cell931,Cell196
1719,297,197,0.833333333333333,2,1,Cell797,Cell197
1720,306,197,0.666666666666667,2,1,Cell806,Cell197
1721,178,197,0.333333333333333,2,1,Cell678,Cell197
1722,101,198,0.75,2,1,Cell601,Cell198
1723,27,198,0.166666666666667,2,1,Cell527,Cell198
1724,450,198,0.666666666666667,2,1,Cell950,Cell198
1725,244,199,1,2,1,Cell744,Cell199
1726,184,199,0.416666666666667,2,1,Cell684,Cell199
1727,326,199,0.5,2,1,Cell826,Cell199
1728,21,199,0.333333333333333,2,1,Cell521,Cell199
1729,262,200,0.416666666666667,2,1,Cell762,Cell200
1730,205,200,0.833333333333333,2,1,Cell705,Cell200
1731,381,200,0.5,2,1,Cell881,Cell200
1732,380,200,0.916666666666667,2,1,Cell880,Cell200
1733,315,201,1,2,1,Cell815,Cell201
1734,399,201,1,2,1,Cell899,Cell201
1735,379,201,1,2,1,Cell879,Cell201
1736,41,201,0.5,2,1,Cell541,Cell201
1737,156,202,0.333333333333333,2,1,Cell656,Cell202
1738,271,202,0.333333333333333,2,1,Cell771,Cell202
1739,42,203,0.5,2,1,Cell542,Cell203
1740,153,203,0.25,2,1,Cell653,Cell203
1741,269,204,0.916666666666667,2,1,Cell769,Cell204
1742,437,204,0.916666666666667,2,1,Cell937,Cell204
1743,300,204,0.833333333333333,2,1,Cell800,Cell204
1744,289,205,0.75,2,1,Cell789,Cell205
1745,351,205,0.666666666666667,2,1,Cell851,Cell205
1746,34,206,1,2,1,Cell534,Cell206
1747,37,206,0.25,2,1,Cell537,Cell206
1748,334,207,0.666666666666667,2,1,Cell834,Cell207
1749,219,207,0.75,2,1,Cell719,Cell207
1750,248,207,0.75,2,1,Cell748,Cell207
1751,130,207,0.166666666666667,2,1,Cell630,Cell207
1752,332,208,0.5,2,1,Cell832,Cell208
1753,19,208,0.666666666666667,2,1,Cell519,Cell208
1754,1,208,0,2,1,Cell501,Cell208
1755,310,209,0.666666666666667,2,1,Cell810,Cell209
1756,97,209,0.833333333333333,2,1,Cell597,Cell209
1757,439,209,1,2,1,Cell939,Cell209
1758,225,209,1,2,1,Cell725,Cell209
1759,45,210,0.583333333333333,2,1,Cell545,Cell210
1760,134,210,0.833333333333333,2,1,Cell634,Cell210
1761,380,210,0.333333333333333,2,1,Cell880,Cell210
1762,128,210,0.5,2,1,Cell628,Cell210
1763,424,210,0.5,2,1,Cell924,Cell210
1764,29,211,0.75,2,1,Cell529,Cell211
1765,219,211,0.333333333333333,2,1,Cell719,Cell211
1766,237,211,0.416666666666667,2,1,Cell737,Cell211
1767,64,212,1,2,1,Cell564,Cell212
1768,392,212,0.916666666666667,2,1,Cell892,Cell212
1769,177,213,0.666666666666667,2,1,Cell677,Cell213
1770,263,213,0.666666666666667,2,1,Cell763,Cell213
1771,79,214,0.75,2,1,Cell579,Cell214
1772,333,214,0.916666666666667,2,1,Cell833,Cell214
1773,428,214,0.916666666666667,2,1,Cell928,Cell214
1774,71,215,0.5,2,1,Cell571,Cell215
1775,280,215,0.416666666666667,2,1,Cell780,Cell215
1776,40,215,0.583333333333333,2,1,Cell540,Cell215
1777,139,215,0.333333333333333,2,1,Cell639,Cell215
1778,278,216,1,2,1,Cell778,Cell216
1779,182,216,0.333333333333333,2,1,Cell682,Cell216
1780,139,216,0.333333333333333,2,1,Cell639,Cell216
1781,118,217,1,2,1,Cell618,Cell217
1782,29,217,0.416666666666667,2,1,Cell529,Cell217
1783,449,218,1,2,1,Cell949,Cell218
1784,224,218,1,2,1,Cell724,Cell218
1785,290,218,1,2,1,Cell790,Cell218
1786,96,219,0.583333333333333,2,1,Cell596,Cell219
1787,33,220,0.416666666666667,2,1,Cell533,Cell220
1788,440,220,0.666666666666667,2,1,Cell940,Cell220
1789,419,221,1,2,1,Cell919,Cell221
1790,430,221,0.5,2,1,Cell930,Cell221
1791,187,221,0.583333333333333,2,1,Cell687,Cell221
1792,222,222,0.416666666666667,2,1,Cell722,Cell222
1793,157,222,0.666666666666667,2,1,Cell657,Cell222
1794,141,223,0.583333333333333,2,1,Cell641,Cell223
1795,333,223,0.833333333333333,2,1,Cell833,Cell223
1796,26,223,0.166666666666667,2,1,Cell526,Cell223
1797,360,224,1,2,1,Cell860,Cell224
1798,367,224,0.25,2,1,Cell867,Cell224
1799,13,225,0.166666666666667,2,1,Cell513,Cell225
1800,48,225,0.666666666666667,2,1,Cell548,Cell225
1801,338,225,0.5,2,1,Cell838,Cell225
1802,31,226,0,2,1,Cell531,Cell226
1803,4,226,0.416666666666667,2,1,Cell504,Cell226
1804,368,227,0.583333333333333,2,1,Cell868,Cell227
1805,218,227,0.833333333333333,2,1,Cell718,Cell227
1806,406,227,0.416666666666667,2,1,Cell906,Cell227
1807,250,227,0.416666666666667,2,1,Cell750,Cell227
1808,117,228,0.666666666666667,2,1,Cell617,Cell228
1809,24,228,0.5,2,1,Cell524,Cell228
1810,305,229,0.166666666666667,2,1,Cell805,Cell229
1811,274,229,0.416666666666667,2,1,Cell774,Cell229
1812,328,230,0.666666666666667,2,1,Cell828,Cell230
1813,157,230,0.5,2,1,Cell657,Cell230
1814,77,230,1,2,1,Cell577,Cell230
1815,148,231,0.666666666666667,2,1,Cell648,Cell231
1816,64,231,0.5,2,1,Cell564,Cell231
1817,173,232,0.75,2,1,Cell673,Cell232
1818,68,232,0.916666666666667,2,1,Cell568,Cell232
1819,255,233,0.5,2,1,Cell755,Cell233
1820,85,233,1,2,1,Cell585,Cell233
1821,359,233,1,2,1,Cell859,Cell233
1822,236,234,0.666666666666667,2,1,Cell736,Cell234
1823,97,234,0.5,2,1,Cell597,Cell234
1824,21,235,0.75,2,1,Cell521,Cell235
1825,208,235,0.25,2,1,Cell708,Cell235
1826,426,236,1,2,1,Cell926,Cell236
1827,241,236,0.583333333333333,2,1,Cell741,Cell236
1828,28,236,0.666666666666667,2,1,Cell528,Cell236
1829,360,236,0.833333333333333,2,1,Cell860,Cell236
1830,373,237,1,2,1,Cell873,Cell237
1831,203,237,0.583333333333333,2,1,Cell703,Cell237
1832,167,237,1,2,1,Cell667,Cell237
1833,101,237,0.75,2,1,Cell601,Cell237
1834,150,238,0.833333333333333,2,1,Cell650,Cell238
1835,241,238,0.833333333333333,2,1,Cell741,Cell238
1836,82,238,0.75,2,1,Cell582,Cell238
1837,342,238,0.416666666666667,2,1,Cell842,Cell238
1838,434,238,0.5,2,1,Cell934,Cell238
1839,398,239,0.5,2,1,Cell898,Cell239
1840,72,239,0.666666666666667,2,1,Cell572,Cell239
1841,408,239,0.166666666666667,2,1,Cell908,Cell239
1842,167,240,1,2,1,Cell667,Cell240
1843,429,240,0.25,2,1,Cell929,Cell240
1844,14,240,0.583333333333333,2,1,Cell514,Cell240
1845,388,241,0.5,2,1,Cell888,Cell241
1846,251,241,0.416666666666667,2,1,Cell751,Cell241
1847,86,242,1,2,1,Cell586,Cell242
1848,411,242,0.416666666666667,2,1,Cell911,Cell242
1849,400,243,0.916666666666667,2,1,Cell900,Cell243
1850,428,243,0.666666666666667,2,1,Cell928,Cell243
1851,40,243,0.75,2,1,Cell540,Cell243
1852,391,244,0.583333333333333,2,1,Cell891,Cell244
1853,286,244,0.916666666666667,2,1,Cell786,Cell244
1854,74,245,0.416666666666667,2,1,Cell574,Cell245
1855,272,245,0.166666666666667,2,1,Cell772,Cell245
1856,320,245,0.25,2,1,Cell820,Cell245
1857,283,246,0.583333333333333,2,1,Cell783,Cell246
1858,353,246,0.416666666666667,2,1,Cell853,Cell246
1859,252,247,0.166666666666667,2,1,Cell752,Cell247
1860,338,247,0.416666666666667,2,1,Cell838,Cell247
1861,50,248,0.75,2,1,Cell550,Cell248
1862,294,249,0.416666666666667,2,1,Cell794,Cell249
1863,182,250,0.916666666666667,2,1,Cell682,Cell250
1864,353,251,0.833333333333333,2,1,Cell853,Cell251
1865,289,251,0.75,2,1,Cell789,Cell251
1866,130,252,0.333333333333333,2,1,Cell630,Cell252
1867,314,252,0.916666666666667,2,1,Cell814,Cell252
1868,303,252,0.75,2,1,Cell803,Cell252
1869,39,252,0.416666666666667,2,1,Cell539,Cell252
1870,77,253,0.583333333333333,2,1,Cell577,Cell253
1871,303,254,0.5,2,1,Cell803,Cell254
1872,263,255,1,2,1,Cell763,Cell255
1873,128,255,0.666666666666667,2,1,Cell628,Cell255
1874,364,255,0.416666666666667,2,1,Cell864,Cell255
1875,301,256,0.75,2,1,Cell801,Cell256
1876,366,256,0.416666666666667,2,1,Cell866,Cell256
1877,268,257,1,2,1,Cell768,Cell257
1878,376,257,1,2,1,Cell876,Cell257
1879,20,257,0.666666666666667,2,1,Cell520,Cell257
1880,329,257,0.416666666666667,2,1,Cell829,Cell257
1881,278,258,0.333333333333333,2,1,Cell778,Cell258
1882,210,258,0.166666666666667,2,1,Cell710,Cell258
1883,45,258,0.416666666666667,2,1,Cell545,Cell258
1884,419,259,1,2,1,Cell919,Cell259
1885,16,259,0.916666666666667,2,1,Cell516,Cell259
1886,292,259,0.333333333333333,2,1,Cell792,Cell259
1887,251,260,0.5,2,1,Cell751,Cell260
1888,414,261,0.583333333333333,2,1,Cell914,Cell261
1889,7,261,0.333333333333333,2,1,Cell507,Cell261
1890,196,261,0.666666666666667,2,1,Cell696,Cell261
1891,411,262,0.5,2,1,Cell911,Cell262
1892,99,263,0.25,2,1,Cell599,Cell263
1893,122,263,0.416666666666667,2,1,Cell622,Cell263
1894,408,263,0.416666666666667,2,1,Cell908,Cell263
1895,204,264,0.666666666666667,2,1,Cell704,Cell264
1896,82,264,0.5,2,1,Cell582,Cell264
1897,255,264,0.75,2,1,Cell755,Cell264
1898,25,265,1,2,1,Cell525,Cell265
1899,325,265,0.75,2,1,Cell825,Cell265
1900,254,265,0.583333333333333,2,1,Cell754,Cell265
1901,410,266,0.666666666666667,2,1,Cell910,Cell266
1902,403,266,0.5,2,1,Cell903,Cell266
1903,421,267,0.666666666666667,2,1,Cell921,Cell267
1904,312,267,1,2,1,Cell812,Cell267
1905,361,267,1,2,1,Cell861,Cell267
1906,374,267,0.666666666666667,2,1,Cell874,Cell267
1907,356,268,0.75,2,1,Cell856,Cell268
1908,47,268,0.666666666666667,2,1,Cell547,Cell268
1909,268,268,0.666666666666667,2,1,Cell768,Cell268
1910,194,269,0.583333333333333,2,1,Cell694,Cell269
1911,233,269,0.583333333333333,2,1,Cell733,Cell269
1912,140,269,0.416666666666667,2,1,Cell640,Cell269
1913,32,269,0.416666666666667,2,1,Cell532,Cell269
1914,352,269,0.416666666666667,2,1,Cell852,Cell269
1915,95,270,0.416666666666667,2,1,Cell595,Cell270
1916,60,270,0.333333333333333,2,1,Cell560,Cell270
1917,72,272,0.5,2,1,Cell572,Cell272
1918,81,273,0.333333333333333,2,1,Cell581,Cell273
1919,49,274,0.666666666666667,2,1,Cell549,Cell274
1920,135,274,0.75,2,1,Cell635,Cell274
1921,183,275,0.666666666666667,2,1,Cell683,Cell275
1922,304,275,0.666666666666667,2,1,Cell804,Cell275
1923,55,276,1,2,1,Cell555,Cell276
1924,217,276,0.416666666666667,2,1,Cell717,Cell276
1925,307,277,0.5,2,1,Cell807,Cell277
1926,146,277,0.75,2,1,Cell646,Cell277
1927,100,277,0.5,2,1,Cell600,Cell277
1928,137,278,0.25,2,1,Cell637,Cell278
1929,228,278,0.583333333333333,2,1,Cell728,Cell278
1930,328,278,0.916666666666667,2,1,Cell828,Cell278
1931,332,279,0.416666666666667,2,1,Cell832,Cell279
1932,7,279,0.5,2,1,Cell507,Cell279
1933,156,279,0.416666666666667,2,1,Cell656,Cell279
1934,202,281,1,2,1,Cell702,Cell281
1935,174,281,0.916666666666667,2,1,Cell674,Cell281
1936,334,281,0.833333333333333,2,1,Cell834,Cell281
1937,14,282,0.75,2,1,Cell514,Cell282
1938,266,283,0.416666666666667,2,1,Cell766,Cell283
1939,37,283,0.25,2,1,Cell537,Cell283
1940,174,283,0.25,2,1,Cell674,Cell283
1941,330,283,0.833333333333333,2,1,Cell830,Cell283
1942,358,284,0.916666666666667,2,1,Cell858,Cell284
1943,182,284,1,2,1,Cell682,Cell284
1944,266,284,0.166666666666667,2,1,Cell766,Cell284
1945,239,285,0.666666666666667,2,1,Cell739,Cell285
1946,227,285,0.5,2,1,Cell727,Cell285
1947,254,285,0.5,2,1,Cell754,Cell285
1948,86,286,0.333333333333333,2,1,Cell586,Cell286
1949,300,287,0.5,2,1,Cell800,Cell287
1950,265,288,1,2,1,Cell765,Cell288
1951,3,289,0.416666666666667,2,1,Cell503,Cell289
1952,292,289,0.75,2,1,Cell792,Cell289
1953,242,290,1,2,1,Cell742,Cell290
1954,387,290,1,2,1,Cell887,Cell290
1955,160,290,1,2,1,Cell660,Cell290
