,cell1,cell2,score,dataset1,dataset2,name1,name2
1956,21,291,1,2,1,Cell521,Cell291
1957,23,291,0.25,2,1,Cell523,Cell291
1958,213,291,0.416666666666667,2,1,Cell713,Cell291
1959,18,292,0.666666666666667,2,1,Cell518,Cell292
1960,347,293,0.75,2,1,Cell847,Cell293
1961,328,293,0.5,2,1,Cell828,Cell293
1962,123,293,0.333333333333333,2,1,Cell623,Cell293
1963,281,294,0.666666666666667,2,1,Cell781,Cell294
1964,18,294,0.5,2,1,Cell518,Cell294
1965,330,295,0.25,2,1,Cell830,Cell295
1966,229,296,0.583333333333333,2,1,Cell729,Cell296
1967,180,298,0.5,2,1,Cell680,Cell298
1968,56,298,0.0833333333333333,2,1,Cell556,Cell298
1969,283,298,0.0833333333333333,2,1,Cell783,Cell298
1970,74,299,0.583333333333333,2,1,Cell574,Cell299
1971,20,299,0.666666666666667,2,1,Cell520,Cell299
1972,408,300,0.75,2,1,Cell908,Cell300
1973,257,300,0.666666666666667,2,1,Cell757,Cell300
1974,359,300,0.583333333333333,2,1,Cell859,Cell300
1975,324,301,0.583333333333333,2,1,Cell824,Cell301
1976,395,301,0.833333333333333,2,1,Cell895,Cell301
1977,344,301,0.583333333333333,2,1,Cell844,Cell301
1978,365,301,0.75,2,1,Cell865,Cell301
1979,290,302,1,2,1,Cell790,Cell302
1980,392,302,0.583333333333333,2,1,Cell892,Cell302
1981,449,302,0.666666666666667,2,1,Cell949,Cell302
1982,288,303,0.5,2,1,Cell788,Cell303
1983,214,303,0.5,2,1,Cell714,Cell303
1984,8,303,0.5,2,1,Cell508,Cell303
1985,314,303,0.416666666666667,2,1,Cell814,Cell303
1986,271,304,0.583333333333333,2,1,Cell771,Cell304
1987,411,304,0.333333333333333,2,1,Cell911,Cell304
1988,125,304,0.666666666666667,2,1,Cell625,Cell304
1989,405,304,0.333333333333333,2,1,Cell905,Cell304
1990,139,306,0.583333333333333,2,1,Cell639,Cell306
1991,382,306,0.833333333333333,2,1,Cell882,Cell306
1992,121,306,0.916666666666667,2,1,Cell621,Cell306
1993,190,306,0.583333333333333,2,1,Cell690,Cell306
1994,7,306,0.166666666666667,2,1,Cell507,Cell306
1995,307,307,0.75,2,1,Cell807,Cell307
1996,50,308,0.666666666666667,2,1,Cell550,Cell308
1997,303,308,0.583333333333333,2,1,Cell803,Cell308
1998,391,308,0.416666666666667,2,1,Cell891,Cell308
1999,439,309,1,2,1,Cell939,Cell309
2000,307,309,0.916666666666667,2,1,Cell807,Cell309
2001,225,309,0.916666666666667,2,1,Cell725,Cell309
2002,48,310,0.666666666666667,2,1,Cell548,Cell310
2003,7,310,0.5,2,1,Cell507,Cell310
2004,35,311,0.75,2,1,Cell535,Cell311
2005,49,311,0.833333333333333,2,1,Cell549,Cell311
2006,240,312,1,2,1,Cell740,Cell312
2007,136,312,0.666666666666667,2,1,Cell636,Cell312
2008,162,312,0.833333333333333,2,1,Cell662,Cell312
2009,382,312,1,2,1,Cell882,Cell312
2010,265,313,0.583333333333333,2,1,Cell765,Cell313
2011,134,313,0.833333333333333,2,1,Cell634,Cell313
2012,203,313,0.583333333333333,2,1,Cell703,Cell313
2013,338,315,0.666666666666667,2,1,Cell838,Cell315
2014,437,315,0.0833333333333333,2,1,Cell937,Cell315
2015,415,316,0.166666666666667,2,1,Cell915,Cell316
2016,340,316,0.833333333333333,2,1,Cell840,Cell316
2017,29,316,0.0833333333333333,2,1,Cell529,Cell316
2018,51,316,0.75,2,1,Cell551,Cell316
2019,209,317,0.583333333333333,2,1,Cell709,Cell317
2020,238,317,0.25,2,1,Cell738,Cell317
2021,44,318,0.666666666666667,2,1,Cell544,Cell318
2022,427,318,0.583333333333333,2,1,Cell927,Cell318
2023,355,318,0.583333333333333,2,1,Cell855,Cell318
2024,95,319,0.5,2,1,Cell595,Cell319
2025,245,319,0.583333333333333,2,1,Cell745,Cell319
2026,433,319,0.666666666666667,2,1,Cell933,Cell319
2027,284,321,1,2,1,Cell784,Cell321
2028,213,321,1,2,1,Cell713,Cell321
2029,59,321,1,2,1,Cell559,Cell321
2030,37,321,0.75,2,1,Cell537,Cell321
2031,298,322,0.166666666666667,2,1,Cell798,Cell322
2032,253,322,0.416666666666667,2,1,Cell753,Cell322
2033,364,323,0.75,2,1,Cell864,Cell323
2034,137,323,0,2,1,Cell637,Cell323
2035,132,324,1,2,1,Cell632,Cell324
2036,258,324,0.916666666666667,2,1,Cell758,Cell324
2037,15,324,1,2,1,Cell515,Cell324
2038,133,324,0.75,2,1,Cell633,Cell324
2039,85,325,0.833333333333333,2,1,Cell585,Cell325
2040,202,325,0.666666666666667,2,1,Cell702,Cell325
2041,49,325,0.416666666666667,2,1,Cell549,Cell325
2042,307,325,0.333333333333333,2,1,Cell807,Cell325
2043,445,326,0.5,2,1,Cell945,Cell326
2044,440,326,0.5,2,1,Cell940,Cell326
2045,352,326,0.333333333333333,2,1,Cell852,Cell326
2046,333,327,0.833333333333333,2,1,Cell833,Cell327
2047,89,327,0.916666666666667,2,1,Cell589,Cell327
2048,188,327,0.666666666666667,2,1,Cell688,Cell327
2049,6,328,0.833333333333333,2,1,Cell506,Cell328
2050,214,328,0.5,2,1,Cell714,Cell328
2051,248,328,0.5,2,1,Cell748,Cell328
2052,186,328,0.333333333333333,2,1,Cell686,Cell328
2053,166,328,0.333333333333333,2,1,Cell666,Cell328
2054,129,329,1,2,1,Cell629,Cell329
2055,196,330,0.416666666666667,2,1,Cell696,Cell330
2056,83,330,0.416666666666667,2,1,Cell583,Cell330
2057,131,330,0.5,2,1,Cell631,Cell330
2058,46,331,0.25,2,1,Cell546,Cell331
2059,57,331,0.5,2,1,Cell557,Cell331
2060,139,331,0.333333333333333,2,1,Cell639,Cell331
2061,394,332,1,2,1,Cell894,Cell332
2062,283,333,0.416666666666667,2,1,Cell783,Cell333
2063,156,334,0.0833333333333333,2,1,Cell656,Cell334
2064,378,335,0.583333333333333,2,1,Cell878,Cell335
2065,6,335,0.5,2,1,Cell506,Cell335
2066,268,335,0.666666666666667,2,1,Cell768,Cell335
2067,123,336,0.5,2,1,Cell623,Cell336
2068,138,336,0.333333333333333,2,1,Cell638,Cell336
2069,209,337,0.416666666666667,2,1,Cell709,Cell337
2070,32,337,0.416666666666667,2,1,Cell532,Cell337
2071,131,338,0.5,2,1,Cell631,Cell338
2072,419,338,0.416666666666667,2,1,Cell919,Cell338
2073,281,338,0.666666666666667,2,1,Cell781,Cell338
2074,418,339,0.416666666666667,2,1,Cell918,Cell339
2075,45,339,0,2,1,Cell545,Cell339
2076,229,340,1,2,1,Cell729,Cell340
2077,402,340,1,2,1,Cell902,Cell340
2078,156,340,0.5,2,1,Cell656,Cell340
2079,127,340,0.833333333333333,2,1,Cell627,Cell340
2080,80,341,0.416666666666667,2,1,Cell580,Cell341
2081,121,341,0.833333333333333,2,1,Cell621,Cell341
2082,25,341,0.75,2,1,Cell525,Cell341
2083,30,342,1,2,1,Cell530,Cell342
2084,322,342,0.333333333333333,2,1,Cell822,Cell342
2085,92,343,0.666666666666667,2,1,Cell592,Cell343
2086,57,343,0.75,2,1,Cell557,Cell343
2087,121,344,1,2,1,Cell621,Cell344
2088,223,344,0.666666666666667,2,1,Cell723,Cell344
2089,227,345,0.666666666666667,2,1,Cell727,Cell345
2090,228,346,0.416666666666667,2,1,Cell728,Cell346
2091,289,346,0.5,2,1,Cell789,Cell346
2092,369,347,0.666666666666667,2,1,Cell869,Cell347
2093,30,348,1,2,1,Cell530,Cell348
2094,242,348,0.666666666666667,2,1,Cell742,Cell348
2095,200,348,1,2,1,Cell700,Cell348
2096,251,348,0.333333333333333,2,1,Cell751,Cell348
2097,365,348,0.416666666666667,2,1,Cell865,Cell348
2098,186,349,0.416666666666667,2,1,Cell686,Cell349
2099,291,349,0.75,2,1,Cell791,Cell349
2100,396,350,0.583333333333333,2,1,Cell896,Cell350
2101,223,351,0.833333333333333,2,1,Cell723,Cell351
2102,45,352,0.333333333333333,2,1,Cell545,Cell352
2103,409,352,0.25,2,1,Cell909,Cell352
2104,438,353,0.666666666666667,2,1,Cell938,Cell353
2105,202,353,0.583333333333333,2,1,Cell702,Cell353
2106,425,353,0.25,2,1,Cell925,Cell353
2107,340,353,0.75,2,1,Cell840,Cell353
2108,288,354,0.75,2,1,Cell788,Cell354
2109,417,354,0.666666666666667,2,1,Cell917,Cell354
2110,405,354,0.333333333333333,2,1,Cell905,Cell354
2111,272,354,0.25,2,1,Cell772,Cell354
2112,441,355,0.5,2,1,Cell941,Cell355
2113,241,355,0.416666666666667,2,1,Cell741,Cell355
2114,140,355,0.416666666666667,2,1,Cell640,Cell355
2115,445,355,0.0833333333333333,2,1,Cell945,Cell355
2116,112,356,0.833333333333333,2,1,Cell612,Cell356
2117,11,356,0.333333333333333,2,1,Cell511,Cell356
2118,60,358,1,2,1,Cell560,Cell358
2119,240,358,0.666666666666667,2,1,Cell740,Cell358
2120,280,358,0.833333333333333,2,1,Cell780,Cell358
2121,243,359,1,2,1,Cell743,Cell359
2122,195,359,0.333333333333333,2,1,Cell695,Cell359
2123,32,359,0.583333333333333,2,1,Cell532,Cell359
2124,155,360,1,2,1,Cell655,Cell360
2125,431,360,0.666666666666667,2,1,Cell931,Cell360
2126,81,360,0.333333333333333,2,1,Cell581,Cell360
2127,35,360,0.583333333333333,2,1,Cell535,Cell360
2128,271,361,0.416666666666667,2,1,Cell771,Cell361
2129,167,361,0.75,2,1,Cell667,Cell361
2130,287,361,0.166666666666667,2,1,Cell787,Cell361
2131,276,361,0.25,2,1,Cell776,Cell361
2132,62,362,0.416666666666667,2,1,Cell562,Cell362
2133,158,363,0.5,2,1,Cell658,Cell363
2134,66,363,0.333333333333333,2,1,Cell566,Cell363
2135,189,364,0.666666666666667,2,1,Cell689,Cell364
2136,186,364,1,2,1,Cell686,Cell364
2137,238,364,0.583333333333333,2,1,Cell738,Cell364
2138,325,365,0.833333333333333,2,1,Cell825,Cell365
2139,379,365,0.416666666666667,2,1,Cell879,Cell365
2140,119,365,0.583333333333333,2,1,Cell619,Cell365
2141,311,366,0.916666666666667,2,1,Cell811,Cell366
2142,101,366,1,2,1,Cell601,Cell366
2143,446,366,0.25,2,1,Cell946,Cell366
2144,237,367,0.666666666666667,2,1,Cell737,Cell367
2145,124,368,1,2,1,Cell624,Cell368
2146,265,368,0.916666666666667,2,1,Cell765,Cell368
2147,70,368,0.75,2,1,Cell570,Cell368
2148,326,368,0.833333333333333,2,1,Cell826,Cell368
2149,123,369,0.583333333333333,2,1,Cell623,Cell369
2150,36,369,0.5,2,1,Cell536,Cell369
2151,388,369,0.25,2,1,Cell888,Cell369
2152,190,370,0.666666666666667,2,1,Cell690,Cell370
2153,402,370,0.916666666666667,2,1,Cell902,Cell370
2154,322,371,0.416666666666667,2,1,Cell822,Cell371
2155,305,371,0.75,2,1,Cell805,Cell371
2156,30,372,1,2,1,Cell530,Cell372
2157,344,372,0.0833333333333333,2,1,Cell844,Cell372
2158,126,372,0.666666666666667,2,1,Cell626,Cell372
2159,208,374,0.583333333333333,2,1,Cell708,Cell374
2160,78,374,0.916666666666667,2,1,Cell578,Cell374
2161,130,374,0.916666666666667,2,1,Cell630,Cell374
2162,248,375,1,2,1,Cell748,Cell375
2163,256,375,0.333333333333333,2,1,Cell756,Cell375
2164,201,375,0.5,2,1,Cell701,Cell375
2165,404,376,0.25,2,1,Cell904,Cell376
2166,13,377,0.666666666666667,2,1,Cell513,Cell377
2167,15,377,0.75,2,1,Cell515,Cell377
2168,174,378,0.583333333333333,2,1,Cell674,Cell378
2169,292,378,0.166666666666667,2,1,Cell792,Cell378
2170,346,379,0.5,2,1,Cell846,Cell379
2171,108,379,0.833333333333333,2,1,Cell608,Cell379
2172,321,379,0,2,1,Cell821,Cell379
2173,297,379,0.75,2,1,Cell797,Cell379
2174,33,380,0.666666666666667,2,1,Cell533,Cell380
2175,433,380,0.666666666666667,2,1,Cell933,Cell380
2176,152,380,0,2,1,Cell652,Cell380
2177,217,381,0.5,2,1,Cell717,Cell381
2178,114,381,0.333333333333333,2,1,Cell614,Cell381
2179,367,381,0.333333333333333,2,1,Cell867,Cell381
2180,128,382,0.5,2,1,Cell628,Cell382
2181,37,383,0.666666666666667,2,1,Cell537,Cell383
2182,288,383,0.75,2,1,Cell788,Cell383
2183,105,383,0.0833333333333333,2,1,Cell605,Cell383
2184,356,384,0.333333333333333,2,1,Cell856,Cell384
2185,15,385,0.75,2,1,Cell515,Cell385
2186,422,386,0.833333333333333,2,1,Cell922,Cell386
2187,105,386,0.333333333333333,2,1,Cell605,Cell386
2188,432,386,1,2,1,Cell932,Cell386
2189,155,387,0.416666666666667,2,1,Cell655,Cell387
2190,304,387,0,2,1,Cell804,Cell387
2191,153,388,0.916666666666667,2,1,Cell653,Cell388
2192,252,388,0.25,2,1,Cell752,Cell388
2193,191,388,0.416666666666667,2,1,Cell691,Cell388
2194,100,389,1,2,1,Cell600,Cell389
2195,276,389,0.5,2,1,Cell776,Cell389
2196,1,390,0.75,2,1,Cell501,Cell390
2197,138,390,0.583333333333333,2,1,Cell638,Cell390
2198,417,391,0.666666666666667,2,1,Cell917,Cell391
2199,183,391,0.25,2,1,Cell683,Cell391
2200,125,392,0.75,2,1,Cell625,Cell392
2201,247,392,0.333333333333333,2,1,Cell747,Cell392
2202,351,392,0.333333333333333,2,1,Cell851,Cell392
2203,51,392,0.416666666666667,2,1,Cell551,Cell392
2204,188,393,0.666666666666667,2,1,Cell688,Cell393
2205,351,393,0.333333333333333,2,1,Cell851,Cell393
2206,202,395,0.416666666666667,2,1,Cell702,Cell395
2207,323,396,0.666666666666667,2,1,Cell823,Cell396
2208,304,396,1,2,1,Cell804,Cell396
2209,112,396,0.166666666666667,2,1,Cell612,Cell396
2210,327,397,0.75,2,1,Cell827,Cell397
2211,136,397,0.833333333333333,2,1,Cell636,Cell397
2212,144,398,0.5,2,1,Cell644,Cell398
2213,234,398,0.25,2,1,Cell734,Cell398
2214,4,398,0.583333333333333,2,1,Cell504,Cell398
2215,70,398,0.5,2,1,Cell570,Cell398
2216,374,398,0.5,2,1,Cell874,Cell398
2217,251,400,0.833333333333333,2,1,Cell751,Cell400
2218,318,400,0.75,2,1,Cell818,Cell400
2219,391,400,0.75,2,1,Cell891,Cell400
2220,305,400,0.833333333333333,2,1,Cell805,Cell400
2221,345,401,1,2,1,Cell845,Cell401
2222,109,401,0.583333333333333,2,1,Cell609,Cell401
2223,439,401,0.416666666666667,2,1,Cell939,Cell401
2224,208,401,0.916666666666667,2,1,Cell708,Cell401
2225,380,404,0.916666666666667,2,1,Cell880,Cell404
2226,269,404,0.833333333333333,2,1,Cell769,Cell404
2227,134,404,0.0833333333333333,2,1,Cell634,Cell404
2228,355,404,0.583333333333333,2,1,Cell855,Cell404
2229,285,406,0.583333333333333,2,1,Cell785,Cell406
2230,180,406,0.333333333333333,2,1,Cell680,Cell406
2231,353,406,0.5,2,1,Cell853,Cell406
2232,24,407,1,2,1,Cell524,Cell407
2233,444,407,0.25,2,1,Cell944,Cell407
2234,447,408,0.583333333333333,2,1,Cell947,Cell408
2235,438,408,0.25,2,1,Cell938,Cell408
2236,77,409,1,2,1,Cell577,Cell409
2237,271,409,0.916666666666667,2,1,Cell771,Cell409
2238,292,409,0.25,2,1,Cell792,Cell409
2239,287,410,0.333333333333333,2,1,Cell787,Cell410
2240,16,410,0.5,2,1,Cell516,Cell410
2241,220,411,0.833333333333333,2,1,Cell720,Cell411
2242,314,412,0.833333333333333,2,1,Cell814,Cell412
2243,213,412,1,2,1,Cell713,Cell412
2244,319,412,0.333333333333333,2,1,Cell819,Cell412
2245,284,412,1,2,1,Cell784,Cell412
2246,285,413,0.833333333333333,2,1,Cell785,Cell413
2247,336,413,0.75,2,1,Cell836,Cell413
2248,112,413,0.666666666666667,2,1,Cell612,Cell413
2249,166,414,1,2,1,Cell666,Cell414
2250,36,416,0.833333333333333,2,1,Cell536,Cell416
2251,145,417,0.833333333333333,2,1,Cell645,Cell417
2252,41,418,0.916666666666667,2,1,Cell541,Cell418
2253,434,418,1,2,1,Cell934,Cell418
2254,399,418,0.75,2,1,Cell899,Cell418
2255,204,418,0.75,2,1,Cell704,Cell418
2256,177,419,0.833333333333333,2,1,Cell677,Cell419
2257,222,419,0.583333333333333,2,1,Cell722,Cell419
2258,16,419,0.583333333333333,2,1,Cell516,Cell419
2259,256,419,0.75,2,1,Cell756,Cell419
2260,394,420,1,2,1,Cell894,Cell420
2261,189,420,0.5,2,1,Cell689,Cell420
2262,16,421,0.333333333333333,2,1,Cell516,Cell421
2263,91,422,0.916666666666667,2,1,Cell591,Cell422
2264,175,422,0.5,2,1,Cell675,Cell422
2265,356,422,0.5,2,1,Cell856,Cell422
2266,95,423,0.833333333333333,2,1,Cell595,Cell423
2267,2,423,0.583333333333333,2,1,Cell502,Cell423
2268,33,423,1,2,1,Cell533,Cell423
2269,194,423,0.5,2,1,Cell694,Cell423
2270,291,424,1,2,1,Cell791,Cell424
2271,57,424,0.666666666666667,2,1,Cell557,Cell424
2272,115,424,1,2,1,Cell615,Cell424
2273,426,424,0.25,2,1,Cell926,Cell424
2274,347,425,0.583333333333333,2,1,Cell847,Cell425
2275,338,425,0.75,2,1,Cell838,Cell425
2276,303,425,0.25,2,1,Cell803,Cell425
2277,306,426,0.416666666666667,2,1,Cell806,Cell426
2278,424,426,0.5,2,1,Cell924,Cell426
2279,250,426,0.416666666666667,2,1,Cell750,Cell426
2280,223,426,0.583333333333333,2,1,Cell723,Cell426
2281,289,427,0.583333333333333,2,1,Cell789,Cell427
2282,175,427,0.583333333333333,2,1,Cell675,Cell427
2283,91,427,0.666666666666667,2,1,Cell591,Cell427
2284,55,428,0.5,2,1,Cell555,Cell428
2285,17,429,0.666666666666667,2,1,Cell517,Cell429
2286,195,429,0.75,2,1,Cell695,Cell429
2287,121,429,0.25,2,1,Cell621,Cell429
2288,223,431,0.5,2,1,Cell723,Cell431
2289,235,432,0.5,2,1,Cell735,Cell432
2290,79,432,0.583333333333333,2,1,Cell579,Cell432
2291,110,432,0,2,1,Cell610,Cell432
2292,72,433,0.916666666666667,2,1,Cell572,Cell433
2293,219,433,0.333333333333333,2,1,Cell719,Cell433
2294,108,434,0.583333333333333,2,1,Cell608,Cell434
2295,347,434,0.25,2,1,Cell847,Cell434
2296,360,435,0.916666666666667,2,1,Cell860,Cell435
2297,153,435,0.75,2,1,Cell653,Cell435
2298,238,436,0.583333333333333,2,1,Cell738,Cell436
2299,18,437,1,2,1,Cell518,Cell437
2300,63,437,0.666666666666667,2,1,Cell563,Cell437
2301,175,437,0.75,2,1,Cell675,Cell437
2302,225,438,0.833333333333333,2,1,Cell725,Cell438
2303,340,438,0.75,2,1,Cell840,Cell438
2304,230,438,0.416666666666667,2,1,Cell730,Cell438
2305,200,439,0.5,2,1,Cell700,Cell439
2306,424,439,0.583333333333333,2,1,Cell924,Cell439
2307,98,440,0.75,2,1,Cell598,Cell440
2308,87,440,0.75,2,1,Cell587,Cell440
2309,295,441,1,2,1,Cell795,Cell441
2310,330,441,0.666666666666667,2,1,Cell830,Cell441
2311,265,441,0.5,2,1,Cell765,Cell441
2312,333,441,1,2,1,Cell833,Cell441
2313,216,442,0.75,2,1,Cell716,Cell442
2314,196,442,0.666666666666667,2,1,Cell696,Cell442
2315,26,442,0.5,2,1,Cell526,Cell442
2316,23,442,0.416666666666667,2,1,Cell523,Cell442
2317,330,443,0.333333333333333,2,1,Cell830,Cell443
2318,12,444,0.583333333333333,2,1,Cell512,Cell444
2319,445,444,0.666666666666667,2,1,Cell945,Cell444
2320,295,446,0.75,2,1,Cell795,Cell446
2321,306,446,0.0833333333333333,2,1,Cell806,Cell446
2322,85,446,0.5,2,1,Cell585,Cell446
2323,297,446,0.583333333333333,2,1,Cell797,Cell446
2324,160,447,1,2,1,Cell660,Cell447
2325,87,448,0.833333333333333,2,1,Cell587,Cell448
2326,275,448,0.666666666666667,2,1,Cell775,Cell448
2327,302,448,1,2,1,Cell802,Cell448
2328,399,448,0.25,2,1,Cell899,Cell448
2329,195,449,0.666666666666667,2,1,Cell695,Cell449
2330,181,449,1,2,1,Cell681,Cell449
2331,355,449,0.5,2,1,Cell855,Cell449
2332,142,450,0.583333333333333,2,1,Cell642,Cell450
2333,409,451,0.833333333333333,2,1,Cell909,Cell451
2334,27,451,0.666666666666667,2,1,Cell527,Cell451
2335,373,451,0.416666666666667,2,1,Cell873,Cell451
2336,439,451,0.583333333333333,2,1,Cell939,Cell451
2337,133,452,0.833333333333333,2,1,Cell633,Cell452
2338,251,452,0.5,2,1,Cell751,Cell452
2339,336,453,1,2,1,Cell836,Cell453
2340,210,453,0.416666666666667,2,1,Cell710,Cell453
2341,45,454,1,2,1,Cell545,Cell454
2342,229,454,0.583333333333333,2,1,Cell729,Cell454
2343,439,455,0.583333333333333,2,1,Cell939,Cell455
2344,32,455,0.416666666666667,2,1,Cell532,Cell455
2345,72,456,0.333333333333333,2,1,Cell572,Cell456
2346,110,456,0,2,1,Cell610,Cell456
2347,148,457,0.333333333333333,2,1,Cell648,Cell457
2348,247,458,0.833333333333333,2,1,Cell747,Cell458
2349,268,458,0.416666666666667,2,1,Cell768,Cell458
2350,301,459,0.833333333333333,2,1,Cell801,Cell459
2351,249,459,0.333333333333333,2,1,Cell749,Cell459
2352,162,459,0.583333333333333,2,1,Cell662,Cell459
2353,423,459,0.5,2,1,Cell923,Cell459
2354,92,460,1,2,1,Cell592,Cell460
2355,259,460,0.5,2,1,Cell759,Cell460
2356,124,460,1,2,1,Cell624,Cell460
2357,116,460,1,2,1,Cell616,Cell460
2358,5,461,0.666666666666667,2,1,Cell505,Cell461
2359,377,462,0.75,2,1,Cell877,Cell462
2360,311,462,0.75,2,1,Cell811,Cell462
2361,310,462,0.583333333333333,2,1,Cell810,Cell462
2362,426,463,1,2,1,Cell926,Cell463
2363,164,463,0.583333333333333,2,1,Cell664,Cell463
2364,421,463,0.833333333333333,2,1,Cell921,Cell463
2365,256,464,0.583333333333333,2,1,Cell756,Cell464
2366,147,464,0.833333333333333,2,1,Cell647,Cell464
2367,242,464,0.833333333333333,2,1,Cell742,Cell464
2368,419,465,0.166666666666667,2,1,Cell919,Cell465
2369,402,465,0.75,2,1,Cell902,Cell465
2370,190,465,0.583333333333333,2,1,Cell690,Cell465
2371,447,466,1,2,1,Cell947,Cell466
2372,8,466,0.916666666666667,2,1,Cell508,Cell466
2373,174,466,0.166666666666667,2,1,Cell674,Cell466
2374,353,467,0.583333333333333,2,1,Cell853,Cell467
2375,159,468,0.416666666666667,2,1,Cell659,Cell468
2376,100,468,0.666666666666667,2,1,Cell600,Cell468
2377,268,468,0.583333333333333,2,1,Cell768,Cell468
2378,209,469,0.666666666666667,2,1,Cell709,Cell469
2379,108,469,0.916666666666667,2,1,Cell608,Cell469
2380,121,469,0.583333333333333,2,1,Cell621,Cell469
2381,172,470,1,2,1,Cell672,Cell470
2382,204,470,0.333333333333333,2,1,Cell704,Cell470
2383,309,471,0.25,2,1,Cell809,Cell471
2384,55,471,0.333333333333333,2,1,Cell555,Cell471
2385,247,471,0.5,2,1,Cell747,Cell471
2386,276,472,0.416666666666667,2,1,Cell776,Cell472
2387,343,472,0.416666666666667,2,1,Cell843,Cell472
2388,59,473,1,2,1,Cell559,Cell473
2389,115,473,1,2,1,Cell615,Cell473
2390,42,473,0.666666666666667,2,1,Cell542,Cell473
2391,381,474,0.416666666666667,2,1,Cell881,Cell474
2392,116,474,0.833333333333333,2,1,Cell616,Cell474
2393,23,474,0.333333333333333,2,1,Cell523,Cell474
2394,205,474,0.75,2,1,Cell705,Cell474
2395,438,475,0.75,2,1,Cell938,Cell475
2396,101,475,0,2,1,Cell601,Cell475
2397,449,476,0.5,2,1,Cell949,Cell476
2398,286,476,0.5,2,1,Cell786,Cell476
2399,44,476,0.583333333333333,2,1,Cell544,Cell476
2400,125,477,0.333333333333333,2,1,Cell625,Cell477
2401,117,477,0.666666666666667,2,1,Cell617,Cell477
2402,224,477,0.333333333333333,2,1,Cell724,Cell477
2403,34,478,0.666666666666667,2,1,Cell534,Cell478
2404,216,478,0.5,2,1,Cell716,Cell478
2405,22,478,0.5,2,1,Cell522,Cell478
2406,327,479,0.833333333333333,2,1,Cell827,Cell479
2407,441,479,0.583333333333333,2,1,Cell941,Cell479
2408,210,479,0.666666666666667,2,1,Cell710,Cell479
2409,59,480,1,2,1,Cell559,Cell480
2410,291,480,0.75,2,1,Cell791,Cell480
2411,387,481,1,2,1,Cell887,Cell481
2412,123,481,0.333333333333333,2,1,Cell623,Cell481
2413,408,481,0.25,2,1,Cell908,Cell481
2414,102,482,1,2,1,Cell602,Cell482
2415,72,482,0.75,2,1,Cell572,Cell482
2416,386,482,0.25,2,1,Cell886,Cell482
2417,413,483,1,2,1,Cell913,Cell483
2418,400,484,0.416666666666667,2,1,Cell900,Cell484
2419,319,484,0.25,2,1,Cell819,Cell484
2420,364,484,0.583333333333333,2,1,Cell864,Cell484
2421,358,485,0.916666666666667,2,1,Cell858,Cell485
2422,161,485,0.916666666666667,2,1,Cell661,Cell485
2423,182,485,0.833333333333333,2,1,Cell682,Cell485
2424,206,485,0.333333333333333,2,1,Cell706,Cell485
2425,435,485,0.25,2,1,Cell935,Cell485
2426,145,486,1,2,1,Cell645,Cell486
2427,356,486,0.916666666666667,2,1,Cell856,Cell486
2428,364,486,0.75,2,1,Cell864,Cell486
2429,94,487,1,2,1,Cell594,Cell487
2430,413,487,0.75,2,1,Cell913,Cell487
2431,21,487,0.833333333333333,2,1,Cell521,Cell487
2432,331,488,0.75,2,1,Cell831,Cell488
2433,444,488,0.666666666666667,2,1,Cell944,Cell488
2434,320,488,0.583333333333333,2,1,Cell820,Cell488
2435,25,489,1,2,1,Cell525,Cell489
2436,427,489,0.916666666666667,2,1,Cell927,Cell489
2437,236,490,1,2,1,Cell736,Cell490
2438,155,490,1,2,1,Cell655,Cell490
2439,59,491,1,2,1,Cell559,Cell491
2440,415,491,1,2,1,Cell915,Cell491
2441,19,492,0.666666666666667,2,1,Cell519,Cell492
2442,386,492,0.25,2,1,Cell886,Cell492
2443,181,492,0.833333333333333,2,1,Cell681,Cell492
2444,26,492,0.25,2,1,Cell526,Cell492
2445,433,493,0.416666666666667,2,1,Cell933,Cell493
2446,172,493,0.25,2,1,Cell672,Cell493
2447,98,494,0.333333333333333,2,1,Cell598,Cell494
2448,122,495,0.75,2,1,Cell622,Cell495
2449,96,495,0.583333333333333,2,1,Cell596,Cell495
2450,112,495,0.166666666666667,2,1,Cell612,Cell495
2451,288,495,0.583333333333333,2,1,Cell788,Cell495
2452,80,495,0.583333333333333,2,1,Cell580,Cell495
2453,340,496,0.916666666666667,2,1,Cell840,Cell496
2454,249,497,0,2,1,Cell749,Cell497
2455,240,497,0.75,2,1,Cell740,Cell497
2456,342,497,0.916666666666667,2,1,Cell842,Cell497
2457,35,498,0.75,2,1,Cell535,Cell498
2458,395,498,0.333333333333333,2,1,Cell895,Cell498
2459,449,498,1,2,1,Cell949,Cell498
2460,403,499,0.416666666666667,2,1,Cell903,Cell499
2461,370,499,0.416666666666667,2,1,Cell870,Cell499
2462,293,499,0.166666666666667,2,1,Cell793,Cell499
2463,386,500,0.75,2,1,Cell886,Cell500
2464,203,500,0.833333333333333,2,1,Cell703,Cell500
2465,437,500,0.5,2,1,Cell937,Cell500
2466,173,500,0.583333333333333,2,1,Cell673,Cell500
